instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_category,weather_category
2856,,2,0,5,21,0,2,1,2,0.64,0.6212,0.61,0.4478,42,183,225,Musim Panas,Berkabut/Berawan
2857,,2,0,5,22,0,2,1,2,0.58,0.5455,0.6,0.3881,14,99,113,Musim Panas,Berkabut/Berawan
2858,,2,0,5,23,0,2,1,2,0.56,0.5303,0.68,0.3284,12,50,62,Musim Panas,Berkabut/Berawan
2859,,2,0,5,0,0,3,1,3,0.52,0.5,0.77,0.1642,5,22,27,Musim Panas,Salju Ringan/Hujan Ringan
2860,,2,0,5,1,0,3,1,3,0.5,0.4848,0.82,0.2836,1,6,7,Musim Panas,Salju Ringan/Hujan Ringan
2861,,2,0,5,2,0,3,1,3,0.5,0.4848,0.82,0.2836,0,4,4,Musim Panas,Salju Ringan/Hujan Ringan
2862,,2,0,5,3,0,3,1,3,0.42,0.4242,0.88,0.5224,0,1,1,Musim Panas,Salju Ringan/Hujan Ringan
2863,,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,1,2,3,Musim Panas,Salju Ringan/Hujan Ringan
2864,,2,0,5,5,0,3,1,3,0.36,0.3333,0.87,0.3284,1,8,9,Musim Panas,Salju Ringan/Hujan Ringan
2865,,2,0,5,6,0,3,1,3,0.34,0.303,0.93,0.3881,0,21,21,Musim Panas,Salju Ringan/Hujan Ringan
2866,,2,0,5,7,0,3,1,3,0.34,0.303,0.93,0.3582,6,46,52,Musim Panas,Salju Ringan/Hujan Ringan
2867,,2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,5,74,79,Musim Panas,Salju Ringan/Hujan Ringan
2868,,2,0,5,9,0,3,1,3,0.34,0.303,0.93,0.3582,5,35,40,Musim Panas,Salju Ringan/Hujan Ringan
2869,,2,0,5,10,0,3,1,2,0.34,0.3182,0.93,0.2836,5,26,31,Musim Panas,Berkabut/Berawan
2870,,2,0,5,11,0,3,1,1,0.4,0.4091,0.82,0.3284,3,69,72,Musim Panas,Cerah/Sedikit Berawan
2871,,2,0,5,12,0,3,1,2,0.44,0.4394,0.62,0.3582,19,105,124,Musim Panas,Berkabut/Berawan
2872,,2,0,5,13,0,3,1,2,0.46,0.4545,0.59,0.4478,15,128,143,Musim Panas,Berkabut/Berawan
2873,,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,13,94,107,Musim Panas,Cerah/Sedikit Berawan
2874,,2,0,5,15,0,3,1,1,0.48,0.4697,0.51,0.4179,22,107,129,Musim Panas,Cerah/Sedikit Berawan
2875,,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195,Musim Panas,Cerah/Sedikit Berawan
2876,,2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,22,388,410,Musim Panas,Cerah/Sedikit Berawan
2877,,2,0,5,18,0,3,1,1,0.42,0.4242,0.67,0.2537,29,367,396,Musim Panas,Cerah/Sedikit Berawan
2878,,2,0,5,19,0,3,1,1,0.42,0.4242,0.58,0.3582,30,266,296,Musim Panas,Cerah/Sedikit Berawan
2879,,2,0,5,20,0,3,1,1,0.4,0.4091,0.62,0.3284,17,174,191,Musim Panas,Cerah/Sedikit Berawan
2880,,2,0,5,21,0,3,1,1,0.4,0.4091,0.62,0.1642,17,133,150,Musim Panas,Cerah/Sedikit Berawan
2881,,2,0,5,22,0,3,1,1,0.38,0.3939,0.62,0.2239,9,80,89,Musim Panas,Cerah/Sedikit Berawan
2882,,2,0,5,23,0,3,1,1,0.36,0.3485,0.62,0.2239,8,49,57,Musim Panas,Cerah/Sedikit Berawan
2883,,2,0,5,0,0,4,1,1,0.36,0.3485,0.66,0.194,4,23,27,Musim Panas,Cerah/Sedikit Berawan
2884,,2,0,5,1,0,4,1,1,0.34,0.3333,0.71,0.194,4,6,10,Musim Panas,Cerah/Sedikit Berawan
2885,,2,0,5,2,0,4,1,1,0.34,0.3182,0.66,0.2239,1,4,5,Musim Panas,Cerah/Sedikit Berawan
2886,,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4,Musim Panas,Cerah/Sedikit Berawan
2887,,2,0,5,4,0,4,1,1,0.34,0.3182,0.66,0.2537,4,3,7,Musim Panas,Cerah/Sedikit Berawan
2888,,2,0,5,5,0,4,1,1,0.34,0.3182,0.66,0.2537,1,29,30,Musim Panas,Cerah/Sedikit Berawan
2889,,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,3,86,89,Musim Panas,Cerah/Sedikit Berawan
2890,,2,0,5,7,0,4,1,1,0.38,0.3939,0.58,0.2537,16,255,271,Musim Panas,Cerah/Sedikit Berawan
2891,,2,0,5,8,0,4,1,1,0.42,0.4242,0.5,0.2537,25,415,440,Musim Panas,Cerah/Sedikit Berawan
2892,,2,0,5,9,0,4,1,1,0.46,0.4545,0.44,0.2836,20,164,184,Musim Panas,Cerah/Sedikit Berawan
2893,,2,0,5,10,0,4,1,1,0.5,0.4848,0.39,0.2836,30,98,128,Musim Panas,Cerah/Sedikit Berawan
2894,,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,148,Musim Panas,Cerah/Sedikit Berawan
2895,,2,0,5,12,0,4,1,1,0.52,0.5,0.34,0.3582,27,169,196,Musim Panas,Cerah/Sedikit Berawan
2896,,2,0,5,13,0,4,1,1,0.54,0.5152,0.3,0.5821,50,142,192,Musim Panas,Cerah/Sedikit Berawan
2897,,2,0,5,14,0,4,1,1,0.54,0.5152,0.28,0.4478,19,135,154,Musim Panas,Cerah/Sedikit Berawan
2898,,2,0,5,15,0,4,1,1,0.56,0.5303,0.26,0.4925,27,120,147,Musim Panas,Cerah/Sedikit Berawan
2899,,2,0,5,16,0,4,1,1,0.58,0.5455,0.24,0.4179,36,233,269,Musim Panas,Cerah/Sedikit Berawan
2900,,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,66,467,533,Musim Panas,Cerah/Sedikit Berawan
2901,,2,0,5,18,0,4,1,1,0.56,0.5303,0.26,0.2836,64,456,520,Musim Panas,Cerah/Sedikit Berawan
2902,,2,0,5,19,0,4,1,1,0.54,0.5152,0.28,0.2239,56,305,361,Musim Panas,Cerah/Sedikit Berawan
2903,,2,0,5,20,0,4,1,1,0.5,0.4848,0.34,0.1642,33,225,258,Musim Panas,Cerah/Sedikit Berawan
2904,,2,0,5,21,0,4,1,1,0.5,0.4848,0.36,0.194,39,141,180,Musim Panas,Cerah/Sedikit Berawan
2905,,2,0,5,22,0,4,1,1,0.48,0.4697,0.39,0.194,30,135,165,Musim Panas,Cerah/Sedikit Berawan
2906,,2,0,5,23,0,4,1,1,0.46,0.4545,0.41,0.194,16,99,115,Musim Panas,Cerah/Sedikit Berawan
2907,,2,0,5,0,0,5,1,1,0.44,0.4394,0.44,0.1642,13,43,56,Musim Panas,Cerah/Sedikit Berawan
2908,,2,0,5,1,0,5,1,1,0.4,0.4091,0.62,0.1642,8,24,32,Musim Panas,Cerah/Sedikit Berawan
2909,,2,0,5,2,0,5,1,1,0.38,0.3939,0.62,0.1045,1,15,16,Musim Panas,Cerah/Sedikit Berawan
2910,,2,0,5,3,0,5,1,1,0.36,0.3636,0.71,0.1045,3,6,9,Musim Panas,Cerah/Sedikit Berawan
2911,,2,0,5,4,0,5,1,1,0.36,0.3636,0.71,0.1045,0,1,1,Musim Panas,Cerah/Sedikit Berawan
2912,,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,0,16,16,Musim Panas,Cerah/Sedikit Berawan
2913,,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,8,74,82,Musim Panas,Cerah/Sedikit Berawan
2914,,2,0,5,7,0,5,1,1,0.4,0.4091,0.82,0.0,20,202,222,Musim Panas,Cerah/Sedikit Berawan
2915,,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,35,415,450,Musim Panas,Cerah/Sedikit Berawan
2916,,2,0,5,9,0,5,1,1,0.46,0.4545,0.67,0.2836,27,161,188,Musim Panas,Cerah/Sedikit Berawan
2917,,2,0,5,10,0,5,1,2,0.54,0.5152,0.49,0.3284,30,97,127,Musim Panas,Berkabut/Berawan
2918,,2,0,5,11,0,5,1,2,0.54,0.5152,0.49,0.3284,42,123,165,Musim Panas,Berkabut/Berawan
2919,,2,0,5,12,0,5,1,1,0.56,0.5303,0.49,0.3582,48,198,246,Musim Panas,Cerah/Sedikit Berawan
2920,,2,0,5,13,0,5,1,1,0.58,0.5455,0.4,0.3284,71,182,253,Musim Panas,Cerah/Sedikit Berawan
2921,,2,0,5,14,0,5,1,1,0.6,0.6212,0.4,0.4478,86,127,213,Musim Panas,Cerah/Sedikit Berawan
2922,,2,0,5,15,0,5,1,1,0.6,0.6212,0.38,0.3881,89,171,260,Musim Panas,Cerah/Sedikit Berawan
2923,,2,0,5,16,0,5,1,1,0.6,0.6212,0.4,0.2537,82,262,344,Musim Panas,Cerah/Sedikit Berawan
2924,,2,0,5,17,0,5,1,1,0.58,0.5455,0.4,0.3582,83,470,553,Musim Panas,Cerah/Sedikit Berawan
2925,,2,0,5,18,0,5,1,3,0.54,0.5152,0.52,0.3582,85,385,470,Musim Panas,Salju Ringan/Hujan Ringan
2926,,2,0,5,19,0,5,1,3,0.54,0.5152,0.52,0.3582,39,253,292,Musim Panas,Salju Ringan/Hujan Ringan
2927,,2,0,5,20,0,5,1,1,0.52,0.5,0.48,0.1045,29,161,190,Musim Panas,Cerah/Sedikit Berawan
2928,,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152,Musim Panas,Cerah/Sedikit Berawan
2929,,2,0,5,22,0,5,1,1,0.46,0.4545,0.72,0.2239,46,105,151,Musim Panas,Cerah/Sedikit Berawan
2930,,2,0,5,23,0,5,1,1,0.44,0.4394,0.82,0.1343,27,93,120,Musim Panas,Cerah/Sedikit Berawan
2931,,2,0,5,0,0,6,0,1,0.42,0.4242,0.82,0.1343,10,76,86,Musim Panas,Cerah/Sedikit Berawan
2932,,2,0,5,1,0,6,0,1,0.42,0.4242,0.82,0.1045,8,50,58,Musim Panas,Cerah/Sedikit Berawan
2933,,2,0,5,2,0,6,0,1,0.42,0.4242,0.82,0.0896,5,47,52,Musim Panas,Cerah/Sedikit Berawan
2934,,2,0,5,3,0,6,0,1,0.42,0.4242,0.77,0.0896,9,9,18,Musim Panas,Cerah/Sedikit Berawan
2935,,2,0,5,4,0,6,0,1,0.4,0.4091,0.82,0.1045,1,4,5,Musim Panas,Cerah/Sedikit Berawan
2936,,2,0,5,5,0,6,0,1,0.46,0.4545,0.59,0.1343,4,3,7,Musim Panas,Cerah/Sedikit Berawan
2937,,2,0,5,6,0,6,0,1,0.42,0.4242,0.77,0.0896,1,12,13,Musim Panas,Cerah/Sedikit Berawan
2938,,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0.0,8,32,40,Musim Panas,Cerah/Sedikit Berawan
2939,,2,0,5,8,0,6,0,1,0.52,0.5,0.52,0.194,19,96,115,Musim Panas,Cerah/Sedikit Berawan
2940,,2,0,5,9,0,6,0,1,0.54,0.5152,0.49,0.2836,54,164,218,Musim Panas,Cerah/Sedikit Berawan
2941,,2,0,5,10,0,6,0,1,0.56,0.5303,0.49,0.2985,90,208,298,Musim Panas,Cerah/Sedikit Berawan
2942,,2,0,5,11,0,6,0,1,0.56,0.5303,0.43,0.0,132,215,347,Musim Panas,Cerah/Sedikit Berawan
2943,,2,0,5,12,0,6,0,1,0.6,0.6212,0.4,0.194,129,244,373,Musim Panas,Cerah/Sedikit Berawan
2944,,2,0,5,13,0,6,0,1,0.6,0.6212,0.35,0.2836,196,240,436,Musim Panas,Cerah/Sedikit Berawan
2945,,2,0,5,14,0,6,0,3,0.6,0.6212,0.35,0.1642,143,235,378,Musim Panas,Salju Ringan/Hujan Ringan
2946,,2,0,5,15,0,6,0,1,0.6,0.6212,0.38,0.2537,148,230,378,Musim Panas,Cerah/Sedikit Berawan
2947,,2,0,5,16,0,6,0,1,0.6,0.6212,0.38,0.194,119,223,342,Musim Panas,Cerah/Sedikit Berawan
2948,,2,0,5,17,0,6,0,1,0.58,0.5455,0.4,0.2239,138,216,354,Musim Panas,Cerah/Sedikit Berawan
2949,,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289,Musim Panas,Cerah/Sedikit Berawan
2950,,2,0,5,19,0,6,0,1,0.56,0.5303,0.43,0.194,88,179,267,Musim Panas,Cerah/Sedikit Berawan
2951,,2,0,5,20,0,6,0,1,0.56,0.5303,0.43,0.1343,82,137,219,Musim Panas,Cerah/Sedikit Berawan
2952,,2,0,5,21,0,6,0,1,0.54,0.5152,0.49,0.2239,58,124,182,Musim Panas,Cerah/Sedikit Berawan
2953,,2,0,5,22,0,6,0,1,0.54,0.5152,0.49,0.194,26,94,120,Musim Panas,Cerah/Sedikit Berawan
2954,,2,0,5,23,0,6,0,1,0.5,0.4848,0.59,0.1045,30,89,119,Musim Panas,Cerah/Sedikit Berawan
2955,,2,0,5,0,0,0,0,2,0.5,0.4848,0.59,0.1045,22,78,100,Musim Panas,Berkabut/Berawan
2956,,2,0,5,1,0,0,0,2,0.52,0.5,0.55,0.0,8,56,64,Musim Panas,Berkabut/Berawan
2957,,2,0,5,2,0,0,0,1,0.48,0.4697,0.63,0.0,17,42,59,Musim Panas,Cerah/Sedikit Berawan
2958,,2,0,5,3,0,0,0,1,0.46,0.4545,0.72,0.0896,10,21,31,Musim Panas,Cerah/Sedikit Berawan
2959,,2,0,5,4,0,0,0,1,0.42,0.4242,0.82,0.0,2,8,10,Musim Panas,Cerah/Sedikit Berawan
2960,,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0.0,0,5,5,Musim Panas,Berkabut/Berawan
2961,,2,0,5,6,0,0,0,2,0.44,0.4394,0.82,0.0,2,4,6,Musim Panas,Berkabut/Berawan
2962,,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0.0,8,15,23,Musim Panas,Berkabut/Berawan
2963,,2,0,5,8,0,0,0,1,0.52,0.5,0.63,0.1343,28,58,86,Musim Panas,Cerah/Sedikit Berawan
2964,,2,0,5,9,0,0,0,1,0.56,0.5303,0.52,0.2239,48,112,160,Musim Panas,Cerah/Sedikit Berawan
2965,,2,0,5,10,0,0,0,1,0.58,0.5455,0.49,0.1343,91,153,244,Musim Panas,Cerah/Sedikit Berawan
2966,,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,340,Musim Panas,Cerah/Sedikit Berawan
2967,,2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,139,243,382,Musim Panas,Cerah/Sedikit Berawan
2968,,2,0,5,13,0,0,0,1,0.6,0.6212,0.49,0.1343,166,224,390,Musim Panas,Cerah/Sedikit Berawan
2969,,2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0.0,126,240,366,Musim Panas,Cerah/Sedikit Berawan
2970,,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0.0,128,230,358,Musim Panas,Cerah/Sedikit Berawan
2971,,2,0,5,16,0,0,0,1,0.6,0.6212,0.46,0.1045,122,263,385,Musim Panas,Cerah/Sedikit Berawan
2972,,2,0,5,17,0,0,0,3,0.58,0.5455,0.49,0.2836,106,245,351,Musim Panas,Salju Ringan/Hujan Ringan
2973,,2,0,5,18,0,0,0,1,0.58,0.5455,0.49,0.0,63,205,268,Musim Panas,Cerah/Sedikit Berawan
2974,,2,0,5,19,0,0,0,1,0.56,0.5303,0.64,0.0,61,178,239,Musim Panas,Cerah/Sedikit Berawan
2975,,2,0,5,20,0,0,0,1,0.52,0.5,0.77,0.1343,42,132,174,Musim Panas,Cerah/Sedikit Berawan
2976,,2,0,5,21,0,0,0,1,0.52,0.5,0.77,0.0896,32,95,127,Musim Panas,Cerah/Sedikit Berawan
2977,,2,0,5,22,0,0,0,1,0.5,0.4848,0.88,0.0896,29,86,115,Musim Panas,Cerah/Sedikit Berawan
2978,,2,0,5,23,0,0,0,1,0.46,0.4545,0.88,0.0896,9,41,50,Musim Panas,Cerah/Sedikit Berawan
2979,,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,31,22,53,Musim Panas,Cerah/Sedikit Berawan
2980,,2,0,5,1,0,1,1,1,0.44,0.4394,0.88,0.0,25,8,33,Musim Panas,Cerah/Sedikit Berawan
2981,,2,0,5,2,0,1,1,1,0.44,0.4394,0.94,0.0,6,2,8,Musim Panas,Cerah/Sedikit Berawan
2982,,2,0,5,3,0,1,1,1,0.46,0.4545,0.82,0.0896,0,7,7,Musim Panas,Cerah/Sedikit Berawan
2983,,2,0,5,4,0,1,1,1,0.42,0.4242,0.82,0.1642,0,4,4,Musim Panas,Cerah/Sedikit Berawan
2984,,2,0,5,5,0,1,1,1,0.42,0.4242,0.77,0.1642,0,23,23,Musim Panas,Cerah/Sedikit Berawan
2985,,2,0,5,6,0,1,1,1,0.44,0.4394,0.72,0.2537,2,87,89,Musim Panas,Cerah/Sedikit Berawan
2986,,2,0,5,7,0,1,1,1,0.48,0.4697,0.63,0.2537,16,221,237,Musim Panas,Cerah/Sedikit Berawan
2987,,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374,Musim Panas,Cerah/Sedikit Berawan
2988,,2,0,5,9,0,1,1,1,0.54,0.5152,0.56,0.1642,36,142,178,Musim Panas,Cerah/Sedikit Berawan
2989,,2,0,5,10,0,1,1,1,0.56,0.5303,0.52,0.194,24,95,119,Musim Panas,Cerah/Sedikit Berawan
2990,,2,0,5,11,0,1,1,1,0.6,0.6212,0.46,0.2239,26,99,125,Musim Panas,Cerah/Sedikit Berawan
2991,,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.194,35,160,195,Musim Panas,Cerah/Sedikit Berawan
2992,,2,0,5,13,0,1,1,1,0.62,0.6212,0.38,0.2836,36,138,174,Musim Panas,Cerah/Sedikit Berawan
2993,,2,0,5,14,0,1,1,1,0.62,0.6212,0.41,0.2239,44,118,162,Musim Panas,Cerah/Sedikit Berawan
2994,,2,0,5,15,0,1,1,1,0.62,0.6212,0.41,0.2239,51,148,199,Musim Panas,Cerah/Sedikit Berawan
2995,,2,0,5,16,0,1,1,1,0.64,0.6212,0.38,0.2239,49,255,304,Musim Panas,Cerah/Sedikit Berawan
2996,,2,0,5,17,0,1,1,1,0.62,0.6212,0.38,0.2537,59,539,598,Musim Panas,Cerah/Sedikit Berawan
2997,,2,0,5,18,0,1,1,1,0.62,0.6212,0.38,0.2985,66,458,524,Musim Panas,Cerah/Sedikit Berawan
2998,,2,0,5,19,0,1,1,1,0.58,0.5455,0.43,0.194,45,339,384,Musim Panas,Cerah/Sedikit Berawan
2999,,2,0,5,20,0,1,1,1,0.54,0.5152,0.49,0.194,25,214,239,Musim Panas,Cerah/Sedikit Berawan
3000,,2,0,5,21,0,1,1,1,0.52,0.5,0.59,0.1343,28,128,156,Musim Panas,Cerah/Sedikit Berawan
3001,,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116,Musim Panas,Cerah/Sedikit Berawan
3002,,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61,Musim Panas,Cerah/Sedikit Berawan
3003,,2,0,5,0,0,2,1,1,0.48,0.4697,0.63,0.0,6,12,18,Musim Panas,Cerah/Sedikit Berawan
3004,,2,0,5,1,0,2,1,1,0.46,0.4545,0.59,0.0896,3,12,15,Musim Panas,Cerah/Sedikit Berawan
3005,,2,0,5,2,0,2,1,1,0.44,0.4394,0.58,0.1343,1,4,5,Musim Panas,Cerah/Sedikit Berawan
3006,,2,0,5,3,0,2,1,1,0.44,0.4394,0.54,0.194,1,3,4,Musim Panas,Cerah/Sedikit Berawan
3007,,2,0,5,4,0,2,1,1,0.42,0.4242,0.62,0.2537,0,2,2,Musim Panas,Cerah/Sedikit Berawan
3008,,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29,Musim Panas,Cerah/Sedikit Berawan
3009,,2,0,5,6,0,2,1,1,0.42,0.4242,0.67,0.1343,9,103,112,Musim Panas,Cerah/Sedikit Berawan
3010,,2,0,5,7,0,2,1,2,0.44,0.4394,0.62,0.1343,13,301,314,Musim Panas,Berkabut/Berawan
3011,,2,0,5,8,0,2,1,2,0.5,0.4848,0.51,0.1045,28,397,425,Musim Panas,Berkabut/Berawan
3012,,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205,Musim Panas,Berkabut/Berawan
3013,,2,0,5,10,0,2,1,2,0.56,0.5303,0.37,0.0896,27,100,127,Musim Panas,Berkabut/Berawan
3014,,2,0,5,11,0,2,1,2,0.56,0.5303,0.43,0.1343,17,108,125,Musim Panas,Berkabut/Berawan
3015,,2,0,5,12,0,2,1,2,0.6,0.6212,0.38,0.0,47,170,217,Musim Panas,Berkabut/Berawan
3016,,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202,Musim Panas,Berkabut/Berawan
3017,,2,0,5,14,0,2,1,2,0.62,0.6212,0.33,0.0,42,134,176,Musim Panas,Berkabut/Berawan
3018,,2,0,5,15,0,2,1,2,0.64,0.6212,0.33,0.0896,28,152,180,Musim Panas,Berkabut/Berawan
3019,,2,0,5,16,0,2,1,1,0.66,0.6212,0.31,0.1045,56,271,327,Musim Panas,Cerah/Sedikit Berawan
3020,,2,0,5,17,0,2,1,1,0.64,0.6212,0.33,0.0,79,532,611,Musim Panas,Cerah/Sedikit Berawan
3021,,2,0,5,18,0,2,1,1,0.64,0.6212,0.29,0.1343,70,480,550,Musim Panas,Cerah/Sedikit Berawan
3022,,2,0,5,19,0,2,1,1,0.6,0.6212,0.43,0.2239,69,365,434,Musim Panas,Cerah/Sedikit Berawan
3023,,2,0,5,20,0,2,1,1,0.54,0.5152,0.6,0.1343,50,241,291,Musim Panas,Cerah/Sedikit Berawan
3024,,2,0,5,21,0,2,1,1,0.54,0.5152,0.52,0.0,30,173,203,Musim Panas,Cerah/Sedikit Berawan
3025,,2,0,5,22,0,2,1,1,0.52,0.5,0.55,0.1045,29,121,150,Musim Panas,Cerah/Sedikit Berawan
3026,,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81,Musim Panas,Berkabut/Berawan
3027,,2,0,5,0,0,3,1,2,0.52,0.5,0.55,0.1343,8,30,38,Musim Panas,Berkabut/Berawan
3028,,2,0,5,1,0,3,1,2,0.5,0.4848,0.59,0.1045,4,16,20,Musim Panas,Berkabut/Berawan
3029,,2,0,5,2,0,3,1,1,0.52,0.5,0.59,0.0,6,4,10,Musim Panas,Cerah/Sedikit Berawan
3030,,2,0,5,3,0,3,1,1,0.5,0.4848,0.63,0.2239,0,3,3,Musim Panas,Cerah/Sedikit Berawan
3031,,2,0,5,4,0,3,1,2,0.48,0.4697,0.88,0.1343,0,2,2,Musim Panas,Berkabut/Berawan
3032,,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20,Musim Panas,Cerah/Sedikit Berawan
3033,,2,0,5,6,0,3,1,1,0.46,0.4545,0.82,0.1343,6,93,99,Musim Panas,Cerah/Sedikit Berawan
3034,,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,318,Musim Panas,Cerah/Sedikit Berawan
3035,,2,0,5,8,0,3,1,1,0.48,0.4697,0.77,0.2537,21,421,442,Musim Panas,Cerah/Sedikit Berawan
3036,,2,0,5,9,0,3,1,1,0.52,0.5,0.72,0.1343,21,182,203,Musim Panas,Cerah/Sedikit Berawan
3037,,2,0,5,10,0,3,1,1,0.54,0.5152,0.68,0.0896,30,124,154,Musim Panas,Cerah/Sedikit Berawan
3038,,2,0,5,11,0,3,1,1,0.56,0.5303,0.64,0.0896,18,123,141,Musim Panas,Cerah/Sedikit Berawan
3039,,2,0,5,12,0,3,1,1,0.6,0.6212,0.56,0.0,41,185,226,Musim Panas,Cerah/Sedikit Berawan
3040,,2,0,5,13,0,3,1,1,0.62,0.6212,0.5,0.0,36,157,193,Musim Panas,Cerah/Sedikit Berawan
3041,,2,0,5,14,0,3,1,1,0.62,0.6212,0.53,0.0896,36,141,177,Musim Panas,Cerah/Sedikit Berawan
3042,,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0.0,48,131,179,Musim Panas,Cerah/Sedikit Berawan
3043,,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0.0,49,240,289,Musim Panas,Cerah/Sedikit Berawan
3044,,2,0,5,17,0,3,1,1,0.64,0.6212,0.47,0.1045,17,242,259,Musim Panas,Cerah/Sedikit Berawan
3045,,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274,Musim Panas,Cerah/Sedikit Berawan
3046,,2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,60,341,401,Musim Panas,Cerah/Sedikit Berawan
3047,,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273,Musim Panas,Cerah/Sedikit Berawan
3048,,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234,Musim Panas,Cerah/Sedikit Berawan
3049,,2,0,5,22,0,3,1,1,0.5,0.4848,0.72,0.2537,12,134,146,Musim Panas,Cerah/Sedikit Berawan
3050,,2,0,5,23,0,3,1,1,0.46,0.4545,0.88,0.2537,12,69,81,Musim Panas,Cerah/Sedikit Berawan
3051,,2,0,5,0,0,4,1,2,0.46,0.4545,0.88,0.2239,5,39,44,Musim Panas,Berkabut/Berawan
3052,,2,0,5,1,0,4,1,1,0.46,0.4545,0.88,0.2239,1,16,17,Musim Panas,Cerah/Sedikit Berawan
3053,,2,0,5,2,0,4,1,1,0.44,0.4394,0.94,0.194,1,14,15,Musim Panas,Cerah/Sedikit Berawan
3054,,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5,Musim Panas,Cerah/Sedikit Berawan
3055,,2,0,5,4,0,4,1,1,0.42,0.4242,0.94,0.0,1,5,6,Musim Panas,Cerah/Sedikit Berawan
3056,,2,0,5,5,0,4,1,1,0.42,0.4242,0.94,0.1343,2,27,29,Musim Panas,Cerah/Sedikit Berawan
3057,,2,0,5,6,0,4,1,1,0.44,0.4394,0.88,0.0,9,103,112,Musim Panas,Cerah/Sedikit Berawan
3058,,2,0,5,7,0,4,1,1,0.46,0.4545,0.88,0.1343,14,283,297,Musim Panas,Cerah/Sedikit Berawan
3059,,2,0,5,8,0,4,1,1,0.48,0.4697,0.82,0.194,27,394,421,Musim Panas,Cerah/Sedikit Berawan
3060,,2,0,5,9,0,4,1,2,0.5,0.4848,0.77,0.2836,21,191,212,Musim Panas,Berkabut/Berawan
3061,,2,0,5,10,0,4,1,2,0.54,0.5152,0.68,0.2239,28,119,147,Musim Panas,Berkabut/Berawan
3062,,2,0,5,11,0,4,1,1,0.58,0.5455,0.6,0.2239,43,136,179,Musim Panas,Cerah/Sedikit Berawan
3063,,2,0,5,12,0,4,1,1,0.58,0.5455,0.6,0.2239,43,164,207,Musim Panas,Cerah/Sedikit Berawan
3064,,2,0,5,13,0,4,1,2,0.62,0.6212,0.57,0.2985,48,170,218,Musim Panas,Berkabut/Berawan
3065,,2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,43,148,191,Musim Panas,Berkabut/Berawan
3066,,2,0,5,15,0,4,1,2,0.64,0.6212,0.53,0.2537,54,163,217,Musim Panas,Berkabut/Berawan
3067,,2,0,5,16,0,4,1,2,0.64,0.6212,0.57,0.2537,50,238,288,Musim Panas,Berkabut/Berawan
3068,,2,0,5,17,0,4,1,2,0.64,0.6212,0.57,0.194,54,540,594,Musim Panas,Berkabut/Berawan
